,day_of_year,hour,month,day_sin,day_cos,time_sin,time_cos,ambient_temperature_c,ground_temperature_c,solar_radiation_wm2,mass_flow_rate_kgs,discharge_pressure_bar,discharge_temperature_c
2026-01-01 13:20:00,1,13.333333333333334,1,0.017201575418260506,0.9998520419557735,-0.34202014332566866,-0.9396926207859084,5.16,6.23,309.9,528.79,81.08,40.56
2026-01-01 13:40:00,1,13.666666666666666,1,0.017201575418260506,0.9998520419557735,-0.4226182617406993,-0.90630778703665,4.94,5.77,252.3,517.06,81.17,40.64
2026-01-01 14:00:00,1,14.0,1,0.017201575418260506,0.9998520419557735,-0.4999999999999997,-0.8660254037844388,5.26,6.22,575.8,518.28,81.77,39.84
2026-01-01 14:20:00,1,14.333333333333334,1,0.017201575418260506,0.9998520419557735,-0.5735764363510458,-0.819152044288992,7.82,6.15,117.3,506.23,81.53,40.95
2026-01-01 14:40:00,1,14.666666666666666,1,0.017201575418260506,0.9998520419557735,-0.6427876096865389,-0.7660444431189783,8.47,5.91,302.3,519.46,81.34,40.06
2026-01-01 15:00:00,1,15.0,1,0.017201575418260506,0.9998520419557735,-0.7071067811865471,-0.7071067811865479,4.54,6.09,486.8,517.67,81.36,41.47
2026-01-01 15:20:00,1,15.333333333333334,1,0.017201575418260506,0.9998520419557735,-0.7660444431189779,-0.6427876096865395,6.55,6.19,231.8,511.51,81.32,40.6
2026-01-01 15:40:00,1,15.666666666666666,1,0.017201575418260506,0.9998520419557735,-0.8191520442889916,-0.5735764363510464,9.01,6.0,65.1,505.38,81.65,41.08
2026-01-01 16:00:00,1,16.0,1,0.017201575418260506,0.9998520419557735,-0.8660254037844385,-0.5000000000000004,8.83,6.43,369.4,505.66,82.31,40.31
2026-01-01 16:20:00,1,16.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.9063077870366497,-0.42261826174069994,8.63,6.38,325.2,493.48,82.41,41.08
2026-01-01 16:40:00,1,16.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.9396926207859084,-0.34202014332566855,6.95,6.06,122.1,509.66,81.76,40.94
2026-01-01 17:00:00,1,17.0,1,0.017201575418260506,0.9998520419557735,-0.9659258262890683,-0.25881904510252063,5.98,5.91,230.6,510.5,82.16,41.23
2026-01-01 17:20:00,1,17.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.9848077530122079,-0.1736481776669312,5.73,6.27,180.9,525.47,82.95,41.83
2026-01-01 17:40:00,1,17.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.9961946980917455,-0.08715574274765825,3.55,6.29,27.1,504.57,83.06,40.71
2026-01-01 18:00:00,1,18.0,1,0.017201575418260506,0.9998520419557735,-1.0,-1.8369701987210297e-16,5.7,6.17,19.8,531.4,84.24,41.89
2026-01-01 18:20:00,1,18.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.9961946980917455,0.08715574274765789,4.48,6.21,26.2,516.53,83.74,42.08
2026-01-01 18:40:00,1,18.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.984807753012208,0.17364817766693083,2.5,5.93,0.0,531.36,84.91,42.14
2026-01-01 19:00:00,1,19.0,1,0.017201575418260506,0.9998520419557735,-0.9659258262890684,0.2588190451025203,1.44,6.28,0.0,521.54,84.49,41.51
2026-01-01 19:20:00,1,19.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.9396926207859085,0.34202014332566816,0.46,6.02,0.0,521.82,85.02,40.89
2026-01-01 19:40:00,1,19.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.9063077870366498,0.4226182617406996,-0.43,6.09,0.0,532.64,86.15,41.37
2026-01-01 20:00:00,1,20.0,1,0.017201575418260506,0.9998520419557735,-0.8660254037844386,0.5000000000000001,-2.46,5.8,0.0,552.15,85.51,41.73
2026-01-01 20:20:00,1,20.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.8191520442889918,0.573576436351046,-2.09,6.07,0.0,560.75,86.09,41.27
2026-01-01 20:40:00,1,20.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.7660444431189781,0.6427876096865393,-2.6,6.14,0.0,561.25,85.93,41.5
2026-01-01 21:00:00,1,21.0,1,0.017201575418260506,0.9998520419557735,-0.7071067811865477,0.7071067811865474,-3.22,6.06,0.0,539.78,86.34,41.61
2026-01-01 21:20:00,1,21.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.6427876096865396,0.7660444431189778,-3.9,6.02,0.0,555.36,85.76,39.83
2026-01-01 21:40:00,1,21.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.5735764363510465,0.8191520442889916,-6.45,6.27,0.0,564.06,86.27,40.49
2026-01-01 22:00:00,1,22.0,1,0.017201575418260506,0.9998520419557735,-0.5000000000000004,0.8660254037844384,-8.17,5.97,0.0,558.88,86.38,40.14
2026-01-01 22:20:00,1,22.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.4226182617407,0.9063077870366497,-8.42,6.14,0.0,559.19,85.77,41.03
2026-01-01 22:40:00,1,22.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.3420201433256686,0.9396926207859084,-8.9,6.23,0.0,556.64,85.08,39.85
2026-01-01 23:00:00,1,23.0,1,0.017201575418260506,0.9998520419557735,-0.25881904510252157,0.9659258262890681,-10.76,6.43,0.0,556.67,85.99,40.52
2026-01-01 23:20:00,1,23.333333333333332,1,0.017201575418260506,0.9998520419557735,-0.1736481776669304,0.984807753012208,-11.05,6.07,0.0,549.33,84.93,39.63
2026-01-01 23:40:00,1,23.666666666666668,1,0.017201575418260506,0.9998520419557735,-0.08715574274765743,0.9961946980917455,-9.28,6.28,0.0,535.81,84.07,39.59
2026-01-02 00:00:00,2,0.0,1,0.03439806061360801,0.9994082116062598,0.0,1.0,-15.31,5.93,0.0,536.53,83.59,39.58
2026-01-02 00:20:00,2,0.3333333333333333,1,0.03439806061360801,0.9994082116062598,0.08715574274765817,0.9961946980917455,-13.97,6.23,0.0,545.35,83.47,39.5
2026-01-02 00:40:00,2,0.6666666666666666,1,0.03439806061360801,0.9994082116062598,0.17364817766693033,0.984807753012208,-12.41,6.27,0.0,543.24,83.53,39.48
2026-01-02 01:00:00,2,1.0,1,0.03439806061360801,0.9994082116062598,0.25881904510252074,0.9659258262890683,-15.2,5.59,0.0,531.32,83.1,39.07
2026-01-02 01:20:00,2,1.3333333333333333,1,0.03439806061360801,0.9994082116062598,0.3420201433256687,0.9396926207859084,-15.33,5.79,0.0,526.17,81.87,38.02
2026-01-02 01:40:00,2,1.6666666666666665,1,0.03439806061360801,0.9994082116062598,0.4226182617406994,0.9063077870366499,-14.91,5.91,0.0,523.34,81.94,38.43
2026-01-02 02:00:00,2,2.0,1,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,-18.57,5.99,0.0,517.2,81.58,37.92
2026-01-02 02:20:00,2,2.3333333333333335,1,0.03439806061360801,0.9994082116062598,0.5735764363510462,0.8191520442889918,-17.49,5.8,0.0,508.43,82.02,38.01
2026-01-02 02:40:00,2,2.6666666666666665,1,0.03439806061360801,0.9994082116062598,0.6427876096865393,0.766044443118978,-13.57,6.05,0.0,520.68,81.61,37.57
2026-01-02 03:00:00,2,3.0,1,0.03439806061360801,0.9994082116062598,0.7071067811865476,0.7071067811865476,-17.41,6.39,0.0,528.06,81.14,37.87
2026-01-02 03:20:00,2,3.3333333333333335,1,0.03439806061360801,0.9994082116062598,0.766044443118978,0.6427876096865394,-18.04,5.89,0.0,516.4,80.89,37.44
2026-01-02 03:40:00,2,3.6666666666666665,1,0.03439806061360801,0.9994082116062598,0.8191520442889917,0.5735764363510462,-17.52,5.66,0.0,494.91,81.75,38.36
2026-01-02 04:00:00,2,4.0,1,0.03439806061360801,0.9994082116062598,0.8660254037844386,0.5000000000000001,-17.41,6.04,0.0,511.51,81.83,36.7
2026-01-02 04:20:00,2,4.333333333333333,1,0.03439806061360801,0.9994082116062598,0.9063077870366498,0.4226182617406996,-15.84,6.12,0.0,510.25,82.06,37.64
2026-01-02 04:40:00,2,4.666666666666667,1,0.03439806061360801,0.9994082116062598,0.9396926207859084,0.3420201433256686,-15.39,5.89,0.0,511.87,82.48,37.1
2026-01-02 05:00:00,2,5.0,1,0.03439806061360801,0.9994082116062598,0.9659258262890683,0.25881904510252074,-14.11,6.17,0.0,507.51,82.69,36.86
2026-01-02 05:20:00,2,5.333333333333333,1,0.03439806061360801,0.9994082116062598,0.984807753012208,0.17364817766693041,-13.12,5.9,0.0,512.25,83.42,36.68
2026-01-02 05:40:00,2,5.666666666666667,1,0.03439806061360801,0.9994082116062598,0.9961946980917455,0.08715574274765814,-15.6,5.9,26.2,523.2,82.99,37.31
2026-01-02 06:00:00,2,6.0,1,0.03439806061360801,0.9994082116062598,1.0,6.123233995736766e-17,-13.11,5.95,17.5,511.57,83.95,38.23
2026-01-02 06:20:00,2,6.333333333333333,1,0.03439806061360801,0.9994082116062598,0.9961946980917455,-0.08715574274765801,-13.52,5.83,130.2,528.86,84.14,37.2
2026-01-02 06:40:00,2,6.666666666666667,1,0.03439806061360801,0.9994082116062598,0.984807753012208,-0.1736481776669303,-10.61,5.61,181.1,529.9,84.84,37.27
2026-01-02 07:00:00,2,7.0,1,0.03439806061360801,0.9994082116062598,0.9659258262890683,-0.25881904510252063,-10.31,5.81,43.7,542.21,84.99,38.46
2026-01-02 07:20:00,2,7.333333333333333,1,0.03439806061360801,0.9994082116062598,0.9396926207859084,-0.3420201433256685,-11.57,6.01,279.1,527.2,85.25,38.06
2026-01-02 07:40:00,2,7.666666666666667,1,0.03439806061360801,0.9994082116062598,0.90630778703665,-0.42261826174069933,-9.74,6.18,325.5,543.15,85.33,37.53
2026-01-02 08:00:00,2,8.0,1,0.03439806061360801,0.9994082116062598,0.8660254037844387,-0.4999999999999998,-6.9,5.97,215.8,563.7,86.39,39.2
2026-01-02 08:20:00,2,8.333333333333334,1,0.03439806061360801,0.9994082116062598,0.8191520442889917,-0.5735764363510462,-7.15,5.91,209.1,548.28,86.2,38.51
2026-01-02 08:40:00,2,8.666666666666666,1,0.03439806061360801,0.9994082116062598,0.7660444431189783,-0.642787609686539,-6.9,6.0,151.0,553.82,86.5,37.69
2026-01-02 09:00:00,2,9.0,1,0.03439806061360801,0.9994082116062598,0.7071067811865476,-0.7071067811865475,-3.55,5.73,205.4,562.5,87.07,38.21
2026-01-02 09:20:00,2,9.333333333333334,1,0.03439806061360801,0.9994082116062598,0.6427876096865391,-0.7660444431189782,-1.98,6.21,153.4,551.5,85.97,38.51
2026-01-02 09:40:00,2,9.666666666666666,1,0.03439806061360801,0.9994082116062598,0.5735764363510464,-0.8191520442889916,-0.33,5.8,550.3,571.66,86.8,38.8
2026-01-02 10:00:00,2,10.0,1,0.03439806061360801,0.9994082116062598,0.49999999999999994,-0.8660254037844387,-0.53,6.19,576.5,574.62,86.14,39.74
2026-01-02 10:20:00,2,10.333333333333334,1,0.03439806061360801,0.9994082116062598,0.4226182617406995,-0.9063077870366499,-0.16,5.67,599.0,574.09,85.73,39.17
2026-01-02 10:40:00,2,10.666666666666666,1,0.03439806061360801,0.9994082116062598,0.3420201433256689,-0.9396926207859083,0.77,5.99,122.2,549.93,84.87,38.76
2026-01-02 11:00:00,2,11.0,1,0.03439806061360801,0.9994082116062598,0.258819045102521,-0.9659258262890682,1.05,5.91,246.3,552.11,84.87,38.77
2026-01-02 11:20:00,2,11.333333333333334,1,0.03439806061360801,0.9994082116062598,0.17364817766693028,-0.984807753012208,2.62,5.79,157.8,554.44,84.51,40.0
2026-01-02 11:40:00,2,11.666666666666666,1,0.03439806061360801,0.9994082116062598,0.0871557427476582,-0.9961946980917455,2.57,6.26,649.0,553.07,84.45,39.74
2026-01-02 12:00:00,2,12.0,1,0.03439806061360801,0.9994082116062598,1.2246467991473532e-16,-1.0,4.73,6.14,651.1,538.14,84.31,39.74
2026-01-02 12:20:00,2,12.333333333333334,1,0.03439806061360801,0.9994082116062598,-0.08715574274765794,-0.9961946980917455,2.78,5.73,172.2,535.35,84.02,40.1
2026-01-02 12:40:00,2,12.666666666666666,1,0.03439806061360801,0.9994082116062598,-0.17364817766693003,-0.9848077530122081,6.78,5.39,198.6,535.38,83.65,40.65
2026-01-02 13:00:00,2,13.0,1,0.03439806061360801,0.9994082116062598,-0.2588190451025208,-0.9659258262890683,8.29,6.16,257.6,525.83,82.7,39.7
2026-01-02 13:20:00,2,13.333333333333334,1,0.03439806061360801,0.9994082116062598,-0.34202014332566866,-0.9396926207859084,7.38,5.92,311.9,525.45,82.84,39.68
2026-01-02 13:40:00,2,13.666666666666666,1,0.03439806061360801,0.9994082116062598,-0.4226182617406993,-0.90630778703665,8.75,6.1,348.5,523.05,82.41,40.11
2026-01-02 14:00:00,2,14.0,1,0.03439806061360801,0.9994082116062598,-0.4999999999999997,-0.8660254037844388,9.44,5.94,576.5,530.45,81.76,40.36
2026-01-02 14:20:00,2,14.333333333333334,1,0.03439806061360801,0.9994082116062598,-0.5735764363510458,-0.819152044288992,6.75,6.01,550.3,498.91,81.62,39.77
2026-01-02 14:40:00,2,14.666666666666666,1,0.03439806061360801,0.9994082116062598,-0.6427876096865389,-0.7660444431189783,6.45,5.85,92.1,513.15,80.6,40.54
2026-01-02 15:00:00,2,15.0,1,0.03439806061360801,0.9994082116062598,-0.7071067811865471,-0.7071067811865479,7.29,6.19,487.3,511.11,81.65,41.49
2026-01-02 15:20:00,2,15.333333333333334,1,0.03439806061360801,0.9994082116062598,-0.7660444431189779,-0.6427876096865395,6.11,6.01,230.2,506.84,80.41,40.09
2026-01-02 15:40:00,2,15.666666666666666,1,0.03439806061360801,0.9994082116062598,-0.8191520442889916,-0.5735764363510464,4.47,6.27,81.9,500.66,81.5,40.69
2026-01-02 16:00:00,2,16.0,1,0.03439806061360801,0.9994082116062598,-0.8660254037844385,-0.5000000000000004,6.12,5.93,160.4,500.32,81.66,39.96
2026-01-02 16:20:00,2,16.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.9063077870366497,-0.42261826174069994,4.61,6.19,127.5,513.19,82.15,40.58
2026-01-02 16:40:00,2,16.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.9396926207859084,-0.34202014332566855,8.17,5.96,125.2,515.7,81.95,41.49
2026-01-02 17:00:00,2,17.0,1,0.03439806061360801,0.9994082116062598,-0.9659258262890683,-0.25881904510252063,4.58,6.2,230.9,500.01,83.27,41.85
2026-01-02 17:20:00,2,17.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.9848077530122079,-0.1736481776669312,7.62,6.06,181.1,512.69,82.75,41.22
2026-01-02 17:40:00,2,17.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.9961946980917455,-0.08715574274765825,3.77,5.82,130.2,523.08,83.16,41.21
2026-01-02 18:00:00,2,18.0,1,0.03439806061360801,0.9994082116062598,-1.0,-1.8369701987210297e-16,5.79,5.93,15.1,522.38,83.9,40.71
2026-01-02 18:20:00,2,18.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.9961946980917455,0.08715574274765789,6.38,6.13,6.7,534.31,83.97,42.25
2026-01-02 18:40:00,2,18.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.984807753012208,0.17364817766693083,3.61,5.79,0.0,529.18,84.75,41.2
2026-01-02 19:00:00,2,19.0,1,0.03439806061360801,0.9994082116062598,-0.9659258262890684,0.2588190451025203,2.1,5.95,0.0,518.19,85.14,40.89
2026-01-02 19:20:00,2,19.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.9396926207859085,0.34202014332566816,-1.72,6.29,0.0,546.33,85.19,41.58
2026-01-02 19:40:00,2,19.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.9063077870366498,0.4226182617406996,-0.79,6.05,0.0,548.56,86.13,41.86
2026-01-02 20:00:00,2,20.0,1,0.03439806061360801,0.9994082116062598,-0.8660254037844386,0.5000000000000001,-2.45,5.78,0.0,548.76,85.78,41.82
2026-01-02 20:20:00,2,20.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.8191520442889918,0.573576436351046,-0.81,6.06,0.0,552.86,86.39,41.21
2026-01-02 20:40:00,2,20.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.7660444431189781,0.6427876096865393,-1.5,6.2,0.0,548.1,86.58,41.18
2026-01-02 21:00:00,2,21.0,1,0.03439806061360801,0.9994082116062598,-0.7071067811865477,0.7071067811865474,-6.13,6.2,0.0,550.3,86.15,41.28
2026-01-02 21:20:00,2,21.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.6427876096865396,0.7660444431189778,-5.58,6.19,0.0,552.93,86.29,40.44
2026-01-02 21:40:00,2,21.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.5735764363510465,0.8191520442889916,-5.33,6.19,0.0,550.86,86.33,40.62
2026-01-02 22:00:00,2,22.0,1,0.03439806061360801,0.9994082116062598,-0.5000000000000004,0.8660254037844384,-6.48,6.06,0.0,556.57,85.61,39.89
2026-01-02 22:20:00,2,22.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.4226182617407,0.9063077870366497,-8.16,6.59,0.0,557.24,85.77,40.62
2026-01-02 22:40:00,2,22.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.3420201433256686,0.9396926207859084,-7.21,5.98,0.0,556.56,85.14,40.31
2026-01-02 23:00:00,2,23.0,1,0.03439806061360801,0.9994082116062598,-0.25881904510252157,0.9659258262890681,-9.82,5.85,0.0,547.88,84.49,39.8
2026-01-02 23:20:00,2,23.333333333333332,1,0.03439806061360801,0.9994082116062598,-0.1736481776669304,0.984807753012208,-9.97,5.36,0.0,555.97,85.07,39.58
2026-01-02 23:40:00,2,23.666666666666668,1,0.03439806061360801,0.9994082116062598,-0.08715574274765743,0.9961946980917455,-13.37,6.27,0.0,547.01,84.52,40.52
2026-01-03 00:00:00,3,0.0,1,0.051584366869408364,0.9986686402879997,0.0,1.0,-12.86,5.79,0.0,548.49,84.64,40.33
2026-01-03 00:20:00,3,0.3333333333333333,1,0.051584366869408364,0.9986686402879997,0.08715574274765817,0.9961946980917455,-13.88,6.0,0.0,542.71,83.64,39.61
2026-01-03 00:40:00,3,0.6666666666666666,1,0.051584366869408364,0.9986686402879997,0.17364817766693033,0.984807753012208,-14.29,5.86,0.0,530.96,84.04,38.35
2026-01-03 01:00:00,3,1.0,1,0.051584366869408364,0.9986686402879997,0.25881904510252074,0.9659258262890683,-15.53,5.89,0.0,539.66,82.47,38.76
2026-01-03 01:20:00,3,1.3333333333333333,1,0.051584366869408364,0.9986686402879997,0.3420201433256687,0.9396926207859084,-16.93,5.85,0.0,527.98,82.24,38.62
2026-01-03 01:40:00,3,1.6666666666666665,1,0.051584366869408364,0.9986686402879997,0.4226182617406994,0.9063077870366499,-16.18,5.8,0.0,525.88,81.47,37.95
2026-01-03 02:00:00,3,2.0,1,0.051584366869408364,0.9986686402879997,0.49999999999999994,0.8660254037844387,-16.55,5.57,0.0,528.5,81.59,37.96
2026-01-03 02:20:00,3,2.3333333333333335,1,0.051584366869408364,0.9986686402879997,0.5735764363510462,0.8191520442889918,-16.76,5.51,0.0,510.08,81.23,38.85
2026-01-03 02:40:00,3,2.6666666666666665,1,0.051584366869408364,0.9986686402879997,0.6427876096865393,0.766044443118978,-16.96,5.47,0.0,494.95,81.67,37.04
2026-01-03 03:00:00,3,3.0,1,0.051584366869408364,0.9986686402879997,0.7071067811865476,0.7071067811865476,-14.52,5.66,0.0,520.52,81.55,37.97
2026-01-03 03:20:00,3,3.3333333333333335,1,0.051584366869408364,0.9986686402879997,0.766044443118978,0.6427876096865394,-17.11,5.58,0.0,509.57,81.02,37.34
2026-01-03 03:40:00,3,3.6666666666666665,1,0.051584366869408364,0.9986686402879997,0.8191520442889917,0.5735764363510462,-13.24,5.43,0.0,504.45,81.44,37.57
2026-01-03 04:00:00,3,4.0,1,0.051584366869408364,0.9986686402879997,0.8660254037844386,0.5000000000000001,-14.73,6.05,0.0,508.3,81.77,37.79
2026-01-03 04:20:00,3,4.333333333333333,1,0.051584366869408364,0.9986686402879997,0.9063077870366498,0.4226182617406996,-16.77,5.82,0.0,505.03,82.58,36.98
2026-01-03 04:40:00,3,4.666666666666667,1,0.051584366869408364,0.9986686402879997,0.9396926207859084,0.3420201433256686,-12.99,5.96,0.0,515.24,81.6,36.74
2026-01-03 05:00:00,3,5.0,1,0.051584366869408364,0.9986686402879997,0.9659258262890683,0.25881904510252074,-14.58,5.8,0.0,512.13,82.1,37.56
2026-01-03 05:20:00,3,5.333333333333333,1,0.051584366869408364,0.9986686402879997,0.984807753012208,0.17364817766693041,-14.59,6.06,0.0,517.57,83.38,37.35
2026-01-03 05:40:00,3,5.666666666666667,1,0.051584366869408364,0.9986686402879997,0.9961946980917455,0.08715574274765814,-14.55,5.84,7.1,519.57,83.8,37.27
